Brand,Productname,Introduction,bikeimage,value
"Intel 660P系列 1TB M.2 2280 PCI-E 固態硬碟(SSDPEKNW010T8X1)\r\n→用line導購，再至pchome購物享回饋
→pi拍錢包+pi卡最高再回饋149p幣
享盡回饋，殺爆網路平台
=====================

■連續讀取1800mb s 連讀寫入1800mb s
■qlc nand flash 製程
■傳輸介面：pcie nvme gen 3.0 x4
■aes 256 位元加密技術
■捷元代理．五年保固


💥02 22-03 15 單筆滿$888登記抽monster能量碳酸飲乙箱 
★下單後點我登記抽好禮
💥02 23 11:00-03 30 11:00 單筆滿千登記抽ps5雙手把組
★下單後點我登記抽好禮",2999,Intel 660P系列 1TB M.2 2280 PCI-E 固態硬碟(SSDPEKNW010T8X1),https://c.ecimg.tw/items/DRAHCQ1900AYASR/000001_1614335228.jpg,Motorcycle
"春節限定★Pi錢包最高回饋12%Microsoft 微軟  Surface GO 2 STV-00010極輕544g ∥ 4G ∥ 64G eMMC SSD ∥ 10.5吋\r\n《輕薄觸控螢幕★限時狂降》  
★10.5吋極窄邊框x人臉辨識

 ▌超值組合★任君挑選 ▌ 
🚩搭配黑色鍵盤特惠組★點我購買

-------------------------------
處理器：pentium gold 4425y
記憶體：4gb ram
硬  碟：64g emmc
顯示器：10.5吋 (1920x1080)觸控螢幕
重  量：單機身544g
作業系統:windows 10 s
軟體:microsoft365 30天試用版
保固：一年有限硬體保固
-------------------------------


本商品詳細規格",12488,Microsoft 微軟 Surface GO 2 STV-00010 白金(Pentium Gold 4425Y/4G/64G/W10/10.5),https://c.ecimg.tw/items/DHAY4N1900AY33Z/000002_1606355967.jpg,Motorcycle
"ASUS E410MA-0121PN4020 玫瑰金14吋窄邊輕薄筆電★內含S模式作業系統 \r\n小資輕薄機首選!★輕1.3kg★內建microsoft 365
★虛擬數字鍵  180度螢幕轉軸設計
★可自行升級m.2 ssd 
★最高電池續航力12小時

 ▌超值特惠組合★任你挑選 ▌ 
💻加贈外接1tb硬碟★點我購買

處理器：intel® celeron n4020 雙核
記憶體：4gb ddr4 on board
容量：emmc 64gb
lcd尺寸：14""hd 霧面寬螢幕   (led)
無線網路：802.11ac + bluetooth 4.1 (dual band) 1*1
光碟機：無
其他：hdmi、usb 3.0
重量：1.3kg
其他：內含 microsoft 365 個人版一年(市價2190元)
作業系統：windows 10 home s (s模式) 
保固：二年全球保固 首年完美保固


本商品詳細規格",9900,ASUS E410MA-0121PN4020 玫瑰金 (Celeron N4020/4G/64G/Windows 10 Home S/HD/14),https://c.ecimg.tw/items/DHAFI0A900ARGHO/000002_1605264816.jpg,Motorcycle
"最新11代新機上市★Intel® Evo™認證ASUS S14 S435EA-0029E1135G7 秘境綠輕1.3kg★虛擬數字鍵盤\r\n▃▅★asus vivobook s14 s435ea。必買原因★▅▃
★最新11代新機，通過 intel® evo™ 認證
★配備thunderbolt™ 4，支援超快資料傳輸、快速充電
★四邊窄邊設計，90%螢幕佔比
★配備背光鍵盤   支援指紋辨識
★搭載虛擬數字鍵盤(numberpad)，14吋也能有數字鍵
★輕1.3kg   薄15.9mm ; 輕薄無負擔

lcd尺寸：14"" fhd 螢幕 四邊窄邊框設計
處理器：intel® core™ i5-1135g7 processor 2.4 ghz
記憶體：16gb lpddr4x on board (max 16g)
顯卡：intel® iris xe graphics內顯
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
網路：wi-fi 6(gig+)(802.11ax)+bluetooth 5.0 (dual band) 2*2
重量：1.3 kg
特色：thunderbolt™ 4、含背光kb、hdmi、numpad 2.0
作業系統： 64 bits windows 10 home
-------------------------------

本商品詳細規格

凡於活動期間：2021 01 28 00:00~03 07 23:59，買 asus vivobook 系列指定筆電，官網登錄送「1 000元電子福利即享券」。數量有限  送完為止。活動相關內容請見官方活動網址。",32900,ASUS VivoBook S14 S435EA-0029E1135G7 秘境綠(i5-1135G7/16G/512G PCIe/Win10/FHD/14),https://c.ecimg.tw/items/DHAFLUA900B4E8X/000002_1611726356.jpg,Motorcycle
"小資輕薄機首選★輕1.3kg★內建Microsoft365ASUS E406NA-0023GN3350 雲朵白★內含S模式作業系統 \r\n網路價$8990．限時下殺↘
intel celeron★輕1.3kg★含m365

處理器：intel® celeron® n3350 processor 1.1 ghz
記憶體：4gb lpddr3 on board
容量：emmc 64gb
lcd尺寸：14""hd 霧面寬螢幕 (led)
無線網路：wi-fi 5(802.11ac)+bluetooth 4.1 (dual band) 1*1
光碟機：無
其他：hdmi、usb 3.2
重量：1.3kg
其他：內含 mircosoft 365 個人版一年(市價2190元)
作業系統：windows 10 home s (s模式) 
保固：二年全球保固 首年完美保固

通用文案僅供參考 實際規格以賣場為主



本商品詳細規格",7990,ASUS E406NA-0023GN3350 雲朵白 (Celeron N3350/4G/64G/Windows 10 Home S/HD/14),https://c.ecimg.tw/items/DHAFLEA900AYDP7/000002_1603882331.jpg,Motorcycle
"ADATA威剛 XPG SX8200Pro 1TB M.2 2280 PCIe SSD固態硬碟/(五年保)\r\n★高速 pcie gen3x4 傳輸介面
★連續讀寫速度達 每秒3500 3000mb 
★最新3d tlc快閃記憶體 
★pcle gen3x4介面與最新nvme 1.3標準 
★高階ldpc除錯技術，耐用度加倍 
★slc caching技術，大幅提升運算效能  
★支援 e2e data protection 與 raid engine確保資料安全準確
★m.2主流2280規格(長度80mm)
★mtbf:200萬小時
★5年保固

💥02 22-03 15 單筆滿$888登記抽monster能量碳酸飲乙箱 
★下單後點我登記抽好禮
💥02 23 11:00-03 30 11:00 單筆滿千登記抽ps5雙手把組
★下單後點我登記抽好禮",3149,ADATA威剛 XPG SX8200Pro 1TB M.2 2280 PCIe SSD固態硬碟/(五年保),https://c.ecimg.tw/items/DRAH0VA9009RG38/000002_1605146711.jpg,Motorcycle
"★原價$8888↘狂降特賣→要買要快★PHILIPS 28型 288E2A 螢幕顯示器\r\n3840*2160 4k uhd   支援 vesa 安裝   ips面板   amd freesync   三年保

ultraclear 4k uhd 3840 x 2160 解析度
ultra wide-color 超寬廣色域技術帶來生動影像
採用 amd freesync™ 技術，即刻享受輕鬆流暢的遊戲競技
smartimage 遊戲模式
不閃爍技術降低眼睛疲勞
ips led 廣視角技術
纜線管理設計，減少線路糾結
hdmi x 2  dp x 1
內建立體聲喇叭
原廠三年保固",8490,PHILIPS 288E2A,https://c.ecimg.tw/items/DSABF7A900AXDWV/000002_1602746106.jpg,Motorcycle
"微星MSI GeForce RTX 3060 Ti 8G VENTUS 2X OC PCI-E顯示卡\r\n限量是殘酷的︱補貨中..
● nvidia® geforce rtx™ 3060 ti
● pci express® gen 4
● 8gb gddr6
● 256-bit
● displayport x 3 (v1.4a)   hdmi 2.1 x 1
● 熱導管雙風扇",15590,微星MSI GeForce RTX 3060 Ti 8G VENTUS 2X OC PCI-E顯示卡,https://c.ecimg.tw/items/DRAD1RA900B154W/000002_1607310040.jpg,Motorcycle
"★原價$10988↘狂降特賣→要買要快★PHILIPS 32型4K曲面專業螢幕 (328E1CA)\r\n4k│e< 2│1500r超曲|廣視角|adaptive-sync技術 
va 178度廣視角面板
4k 3840x2160解析度
支援displayport 1.2  hdmi 2.0 x 2
ultra wide-color 超廣色域: ntsc 99%，srgb 122%
delta e: < 2
內建立體聲喇叭
lowblue 模式可提供舒適的生產力
不閃爍技術降低眼睛疲勞
三年保固",8888,PHILIPS 328E1CA,https://c.ecimg.tw/items/DSABF71900B0Q8T/000002_1606726030.jpg,Motorcycle
"★2021年新機上市伊萊克斯15 Bar半自動義式咖啡機(E9EC1-100S)\r\n-15 bar 高壓萃取幫浦
-操作直覺且便利
-30分鐘自動安全斷電設計
-可拆式組件設計 讓清潔更輕鬆
- 附蒸氣奶泡管
- 溫杯盤設計",5490,伊萊克斯15 Bar半自動義式咖啡機(E9EC1-100S),https://c.ecimg.tw/items/DMAT05A900B3SFS/000002_1611042687.jpg,Motorcycle
"▼開學必備外宿精省▼BenQ 50型 4KUHD HDR Android 9.0 液晶顯示器E50-720\r\n《家電狂降↘》
開始：０３／０２（二）１１：００
結束：０３／０９（二）１１：００
網路價$18 900．
限時價↘＄１６９００

e50-720_4khdr
防疫宅在家，你需要一台好電視來追劇的三大理由：
•必買一 : 唯一不閃屏、低藍光護眼設計，長時間追劇不傷眼。
•必買二：google認證 android tv ，內載netflix youtube很夠力。
•必買三：蘋果 安卓雙系統鏡射 投屏操作很直覺。

► 4k hdr va 超高對比面板，解析度uhd 3840 x 2160。
► 低藍光(sgs) 不閃屏(tuv)護眼雙認證。
► 內建netflix youtube，遙控器快捷鍵一鍵追劇。
► benq獨家ucd 1000區調光演算技術提升畫面細節層次。
► android 9.0 智慧連網，內建google play store 豐富娛樂生活。
► 支援hdr 10   hlg   杜比視界(dolby vision)三種格式。
► 遙控器支援語音搜尋，用說的輕鬆找到你想看的。
► google chromecast built-in 支援蘋果 安卓 電腦投影，小屏躍升大螢幕。
► usbx 2組  hdmi 2.0 x 3組 (hdmi 1-arc)。
► dolby surround音效，12w+12w 喇叭，提供最佳追劇沉浸感。

★保固：三年
★google認證系列：65"" | 55"" | 50"" | 43"" 

※本賣場不含視訊盒",16900,BenQ 50吋4KUHD HDR Android 9.0液晶顯示器E50-720,https://c.ecimg.tw/items/DPAD0OA900ARIB4/000002_1606787143.jpg,Motorcycle
"微星 GeForce GT 1030 AERO 2G OC 顯示卡\r\n◆顯示晶片：nvidia geforce® gtx 1030
◆記憶體：2gb gddr5
◆晶片核心時脈：1518 1265 mhz (oc mode) 
◆記憶體時脈：6008 mhz
◆記憶體介面：64 bit 
◆介面規格：pci-e x16 3.0
◆輸出端子：sli-dvi   hdmi",3090,微星 GeForce GT 1030 AERO 2G OC 顯示卡,https://c.ecimg.tw/items/DRAD1RA90084ID9/000002_1579168966.jpg,Motorcycle
"★贈LED美妝鏡★Panasonic國際牌 極潤奈米水離子吹風機(夜空藍) EH-NA0E-A\r\n■ 1800%高滲透奈米水離子
■ 礦物負離子
■ 5種美髮潤肌模式
■ 內建速乾吹嘴
■ 摺疊功能方便好攜帶

-----------------------
▼同系列共有迷霧金│夜空藍可選",9900,Panasonic國際牌 極潤奈米水離子吹風機(夜空藍) EH-NA0E-A,https://c.ecimg.tw/items/DMAH02A900B17P0/000002_1607391642.jpg,Motorcycle
"超特惠★送鋼筆[CROSS] POLICE 雙品牌周年慶 限量頂級NAPPA小牛皮短夾 ▼原售13,000\r\n買短夾送名牌鋼筆▼原售13 000
a款: 十字紋8卡短夾
b款: 編織紋4卡1零錢袋短夾
c款: 鱷魚紋4卡1零錢袋短夾
d款: 十字紋4卡1零錢袋短夾
e款: 素面4卡1零錢袋短夾
f款: 氣墊紋8卡短夾
g款: 氣墊紋4卡1零錢袋短夾
h款: 素面8卡
i款: 布魯斯8卡
j款: 貝克8卡
k款: 桑德斯8卡
l款: 喬治8卡
m款: 布魯斯4卡
n款: 貝克4卡
o款: 桑德斯4卡
p款: 喬治4卡
全新專櫃展示品

《點我逛→cross所有商品》",2480,[CROSS] X POLICE 雙品牌 限量1折 頂級小牛皮男用短夾送名牌鋼筆,https://c.ecimg.tw/items/DIBMU1A900B4Q3U/000002_1614737251.jpg,Motorcycle
"★輕薄效能4K★11代i7行動辦公室MSI Summit E14 A11SCS-031TW 效能商務筆電i7-1185G7 ∥ GTX1650Ti Max-Q ∥ 16G ∥ 1TB PCIe ∥ 4K\r\n🌟全面升級三年安心保固🌟
🔌限時加送原廠變壓器(市價$2 590)🔌

《盡展菁英本色，輕薄商務首選👉msi summit》
★搭載最新第11代intel core i7 處理器
★nvidia® geforce® gtx 1650ti max-q 設計獨立顯示卡 
★14吋4k 超高畫質 100% adobe rgb 廣色域  窄邊框面板
★極致輕巧 1.29kg  纖薄美型 15.9mm
★企業等級資料安全保護
★thunderbolt 4、usb 4.0 type-c多功能連接埠
★獨家msi center軟體，優化提升全新使用者體驗
★10小時電池續航力
★hi-res高解析音樂播放

處理器：intel 第11代 i7-1185g7 processor 四核心處理器
主機板晶片組：無 
記憶體：16gb*1 lpddr4 onboard memory type
顯示晶片規格：geforce gtx1650ti max-q  gddr6 4gb
固態硬碟：1tb nvme pcie ssd
硬碟：無
光碟機：無 
作業系統：windows 10 pro
解析度:uhd
尺寸:14""
保固：3年 
電池：52 battery (whr)
變壓器：90w adapter

★此商品詳細規格★",46900,MSI微星 Summit E14 A11SCS-031TW 黑(i7-1185G7/16G/GTX1650Ti-4G/1T SSD/Win10Pro/4K/14),https://c.ecimg.tw/items/DHAK89A900B002E/000002_1605772293.jpg,Motorcycle
" 最新10代i5處理器Codex S 10SA-204TW ▼13公升輕巧體積▼▼原廠優化認證料件▼\r\n-戰鬥 codex系列-
處理器：intel i5-10400f 六核心處理器
主機板晶片組：intel h410
記憶體：8gb ddr4 (8gbx1)
顯示晶片規格：geforce gtx1650，gddr5 4g 獨顯
固態硬碟：256g m.2 pcie ssd
硬碟：1tb hdd
光碟機：無 
作業系統：windows 10 home 
保固：3年 
電池供應 : 300瓦 

《飛炫特色》
★搭載最新第10代英特爾 酷睿 i5處理器
★搭載msi geforce gtx1650顯示卡
★支援nvme pci-e gen3 ssd
★獨家audio boost耳擴輸出音質強化設計
★ddr4加速引擎(ddr4 boost)：優化 ddr4 傳輸性能
★紅色led燈光設計
★pci-e steel armor：強化裝甲設計可保護顯示卡避免彎曲",22900,MSI Codex S 10SA-204TW(i5-10400F/8GB/1T+256G SSD/GTX1650-4G/W10),https://c.ecimg.tw/items/DSAA6IA900AXG7B/000002_1602813941.jpg,Motorcycle
"Win 10 Home S↘下殺輕薄小筆電★僅1.05kgASUS E210MA-0031PN4020 玫瑰金內含Microsoft 365 個人版一年(市價2190元)\r\n《輕薄小筆電★限時狂降》 
網路價$12990．限時下殺
小資首選★輕薄1.05kg★內建microsoft 365↘免萬元帶回

處理器：intel® celeron® n4020  1.1 ghz 
lcd尺寸：11.6"" (1366 x 768)
記憶體：4gb ddr4 on board
容量：64gb emmc
無線網路：wi-fi 5(802.11ac)+bluetooth 4.1 (dual band) 1*1
其他：hdmi、usb 3.2、micro sd card reader
作業系統：windows 10 home s (s模式) 



本商品詳細規格",8900,ASUS E210MA-0031PN4020 玫瑰金(Celeron N4020/4G/64GB/W10 Home S),https://c.ecimg.tw/items/DHAFCUA900AY5QD/000002_1604210970.jpg,Motorcycle
"輕薄效能4K★11代i7行動辦公室MSI Summit E15 A11SCS-092TW 效能商務筆電i7-1185G7 ∥ GTX1650Ti Max-Q ∥ 16G ∥ 1TB PCIe ∥ 4K\r\n🌟全面升級三年安心保固🌟
🔌限時加送原廠變壓器(市價$2 590)🔌

《盡展菁英本色，輕薄商務首選👉msi summit》
★搭載最新第11代intel core i7 處理器
★4k超高畫質100% adobe rgb 色域面板，窄邊框設計
★nvidia geforce gtx 1650ti max-q 設計獨立顯示卡 
★極致輕巧1.65kg  纖薄美型16.9mm
★企業等級資料安全保護
★thunderbolt 4、usb 4.0 type-c多功能連接埠
★獨家msi center軟體，優化提升全新使用者體驗
★16小時電池續航力
★hi-res高解析音樂播放

處理器：intel 第11代 i7-1185g7 processor 四核心處理器
主機板晶片組：無 
記憶體：16gb(8g*2) ddr4-3200  2slots  max 64gb 
顯示晶片規格：geforce gtx1650ti max-q  gddr6 4gb
固態硬碟：1tb nvme pcie ssd
硬碟：無
光碟機：無 
作業系統：windows 10 pro
解析度:uhd
尺寸:15.6""
保固：3年 
電池：82 battery (whr)
變壓器：90w adapter

★此商品詳細規格★",46900,MSI微星 Summit E15 A11SCS-092TW 黑(i7-1185G7/16G/GTX1650Ti-4G/1T SSD/Win10Pro/4K/15.6),https://c.ecimg.tw/items/DHAK8RA900B1BVZ/000002_1607492082.jpg,Motorcycle
"撼訊 RX 5700 XT Red Devil OC 8GB GDDR6 256bit PCI-E 4.0 顯示卡\r\n◆顯示晶片：rx 5700 xt red devil oc 8gb gddr6
◆記憶體：8gb gddr6
◆記憶體介面：256bit
◆介面規格：pci-e 4.0
◆原廠保固：3年",12990,撼訊 RX 5700 XT Red Devil OC 8GB GDDR6 256bit PCI-E 4.0 顯示卡,https://c.ecimg.tw/items/DRAD1YA900A7YSF/000002_1566809467.jpg,Motorcycle
"開學應援團▼強勢登場Acer Nitro N50-61010代i5六核雙碟GTX獨顯桌機/電腦\r\n《給力戰備↘全面升級》
開始：０３／０２（二）１１：００
結束：０３／０９（二）１１：００
網路價$30900．限時價↘$29900


acer nitro n50-610 10代i5六核雙碟gtx獨顯桌機 電腦
處理器：intel core i5-10400f
記憶體：16g ddr4 2666mhz dimm
固態硬碟：1tb m.2 2280 pci-e ssd 
顯示卡：nvidia® geforce rtx 2060 with 6 gb of gddr6
螢幕輸出介面：hdmi
作業系統：windows 10 家用版 (64 bit)
鍵鼠組：鍵鼠組
電源：500 w single-rail 12 v pfc (eup)  auto-sensing  80plus gold
保固：原廠三年保固 到府收送(原廠於保固期內將自行或委託第三方到府收送)
>※本商品無附螢幕傳輸線材 轉接頭，請自行選購
★此商品詳細規格★

筆筆5%回饋無上限
↑活動詳情請點圖片了解",29900,Acer N50-610-SE(i5-10400F/16G/1T SSD/RTX2060/W10),https://c.ecimg.tw/items/DSAA2PA900B4AUT/000002_1612865214.jpg,Motorcycle
"▼直降2000▼BenQ 65型 4K HDR 低藍光不閃屏Android 9.0連網顯示器 E65-720\r\ne65-720_4khdr
防疫宅在家，你需要一台好電視來追劇的三大理由：
•必買一 : 唯一不閃屏、低藍光護眼設計，長時間追劇不傷眼。
•必買二：google認證 android tv ，內載netflix youtube很夠力。
•必買三：蘋果 安卓雙系統鏡射 投屏操作很直覺。

► 4k hdr va 超高對比面板，解析度uhd 3840 x 2160。
► 低藍光(sgs) 不閃屏(tuv)護眼雙認證。
► 內建netflix youtube，遙控器快捷鍵一鍵追劇。
► benq獨家ucd 1000區調光演算技術提升畫面細節層次。
► android 9.0 智慧連網，內建google play store 豐富娛樂生活。
► 支援hdr 10   hlg   杜比視界(dolby vision)三種格式。
► 遙控器支援語音搜尋，用說的輕鬆找到你想看的。
► google chromecast built-in 支援蘋果 安卓 電腦投影，小屏躍升大螢幕。
► usbx 2組  hdmi 2.0 x 3組 (hdmi 1-arc)。
► dolby surround音效，12w+12w 喇叭，提供最佳追劇沉浸感。",24900,BenQ 65吋4KUHD HDR Android 9.0液晶顯示器E65-720,https://c.ecimg.tw/items/DPAD0OA900ATYX2/000002_1608538806.jpg,Motorcycle
"BenQ 40型 HDR Android 9.0 液晶顯示器E40-520\r\ne40-520_fhd
★唯一護眼不閃屏安卓9.0語音電視★內建netflix youtube 一鍵追劇★山型腳座小空間也不怕

► 40吋黑湛屏va超高對比面板，解析度full hd 1920 x 1080
► 支援hdr 10   hlg格式，盡情享受hdr影視饗宴
► 低藍光(sgs) 不閃屏(tuv)護眼雙認證
► 內建netflix   youtube，遙控器快捷鍵一鍵追劇
► 正版android 9.0 智慧連網，內建google play store 豐富娛樂生活
► 遙控器支援語音搜尋，用說的輕鬆找到你想看的
► google chromecast built-in 支援蘋果 安卓 電腦投影，小屏躍升大螢幕  
► usb x 2組；hdmi 1.4 x 3組
► dolby surround音效，10w+10w喇叭，
► 全機3年保固及到府維修服務

本機""無視訊盒""
不能連接類比(台灣已停止發送訊號) 數位天線收看 
適合連接hdmi設備如下：
1、數位第四台->連接hdmi
2、電腦 筆電->連接hdmi
3、dvd 藍光->連接hdmi
4、網路電視盒 (小米盒子 ovo…等)->連接hdmi
5、遊戲機 (ps4 xbox wii switch)->連接hdmi
6、google chromecast(手機 平版投影)->連接hdmi

＊本商品售價不含基本安裝費
※ 若您需安裝服務請至下方加購商品區勾選
★保固：三年
★google認證系列(fhd)： 40"" |",9490,BenQ 40吋 HDR Android 9.0液晶顯示器E40-520,https://c.ecimg.tw/items/DPAD0OA900AYD6P/000002_1610940336.jpg,Motorcycle
"▲WOWMAN DAY▲GOO.N 大王NHK紙尿褲-黏貼型XL (52片x3包/箱)\r\n《吸睛21折起》 
開始：０３／０２（二）１１：００
結束：０３／１５（一）１０：５９
網路價$1399．限時價↘$１１９９

腰部棉柔舒適 溫柔貼合 不外露
空氣導流夾層，迅速排出濕氣
表層添加維他命ｅ，敏感肌寶寶也適用",1199,GOO.N 大王NHK紙尿褲-黏貼型XL (52片x3包/箱),https://c.ecimg.tw/items/DAAO0FA900AQTRZ/000002_1614650958.jpg,Motorcycle
"▼輕薄西風之神▼14吋AMD薄邊框電競【ROG Zephyrus】Zephyrus G14 GA401IU-0211E4800HS日蝕灰(無燈版)\r\n網路價$44900．限時價↘$42900
amd七奈米★gtx1660ti獨顯★快速1t ssd↘首次降兩千

▃▅★rog zephyrus g14。強勢來襲★▅▃
★全新顯卡視覺享受 gtx1660ti獨顯6g效能
★超屌效能 搭載2020新世代 amd ryzen 7-4800hs 處理器
★超狂容量 1tb m.2 nvme™ pcie® 3.0 ssd
★全新升級 薄邊框螢幕 120hz  
★14吋fhd ips 大屏佔比
★100%srgb pd3.0充電技術
★薄邊框 輕薄美型 

處理器：amd ryzen 7-4800hs 2.9ghz
記憶體：8gb ddr4 on board + 8gb ddr4-3200 so-dimm (共16g)
硬碟：1tb m.2 nvme™ pcie® 3.0 ssd
獨立顯卡：nvidia geforce gtx 1660ti 6g獨顯
螢幕：14"" fhd ips 1920x1080 薄邊框螢幕
無線網路：(802.11ax)+bluetooth 5.0 (dual band) 2*2
光碟機： 無
介面：hdmi、type c 3.2
電池：76whrs  4s1p  4-cell li-ion
重量：1.6 kg
厚度：1.79cm
作業系統：windows 10 (64bit)
保固：2年全球保固 + 首年免預付完美保固

＊溫馨提醒﹕圖片文案僅供參考，此機型無anime matrix顯示器！



本商品詳細規格

凡於活動期間：2021 01 28 00:00~03 07 23:59，買搭載geforce rtx3060 2060 gtx16系列指定顯示卡電競筆電，官網登錄送「1 000元電子福利即享券」+「rog cetra core 入耳式耳機 + rog x c.a.chou聯名滑鼠墊」(總價值$4 599)。數量有限  送完為止。活動相關內容請見官方活動網址。",41900,ASUS ROG Zephyrus G14 GA401IU-0211E4800HS日蝕灰(AMD R7-4800HS/8+8G/GTX1660Ti-6G/1T PCIe/W10/FHD),https://c.ecimg.tw/items/DHAS4NA900AWIOT/000002_1601434057.jpg,Motorcycle
"TP-Link Deco E4 Mesh無線網路wifi分享系統網狀路由器(3入)\r\n入門款 完勝傳統分享器
★全新革命性wifi解決方案
★美國高通晶片，穩定性比雜牌強
★適合99%的超大坪數、多隔間住家，透天厝。
★根據家庭面積購買不同數量deco，實現全家wifi覆蓋
★支援最完整的無縫漫遊標準802.11k v r，穩定不掉線
★homecare家庭照護功能，掌握孩子上時間和內容
★一鍵暫停上網功能，讓孩子放下手機筆電
★獨創tp-link art適應式路由技術，優化傳輸路徑
★手機app安裝一步一步提示，幾分鐘簡單完成設定
★光世代100m以下家庭適用
★deco不同型號現在都可以互相串接！
★deco系列★
ax6600 獨占鰲頭旗艦款►►
ac1200入門款►►
ac1300熱銷爆款►►
ac2200三頻經典款►►
wi-fi6 ax1800嘗鮮款►►
wi-fi6 ax3000旗艦款►►",3299,TP-Link Deco E4 Mesh無線網路wifi分享系統網狀路由器(3入),https://c.ecimg.tw/items/DRAF07A900A6AS3/000002_1607402036.jpg,Motorcycle
"★原價$14900↘狂降特賣→要買要快★BenQ PD2700Q 2K廣色專業設計繪圖螢幕\r\naqcolor cad-cam 人體工學
aqcolor benq 獨家色彩調校技術
符合100%srgb & rec.709色域廣色域
delta e ≦ 2 精準色準
動畫、暗房、cad-cam等情境模式
27吋 2k 10 bit ips面板
hdmi1.4  dp1.2  mdp1.2
支援直立翻轉
solid-work與technicolor認證""",9900,BENQ PD2700Q (不閃屏+LBL),https://c.ecimg.tw/items/DSAB9SA9007JUD0/000002_1582279036.jpg,Motorcycle
"★新機上市↘加碼送好禮★Panasonic國際牌 極潤奈米水離子吹風機EH-NA0E-A\r\n■ 1800%奈米水離子超進化
■ 雙倍礦物負離子產生，uv防護效果提升1.8倍，改善髮質
■ 5種美髮潤肌模式 
■ 新速乾吹嘴，吹乾秀髮速度提升15%
■ 髮尾集中護理模式
■ 奈米水離子深層滲透滋潤髮絲 
■ 3段式風量調整 
■ 保濕平順秀髮，抑制靜電 
■ 冷熱風交替模式
■ 附速乾吹嘴

迷霧金★點我選購",9900,Panasonic國際牌 極潤奈米水離子吹風機EH-NA0E-A,https://c.ecimg.tw/items/DMAH02A900AXWY4/000002_1606096671.jpg,Motorcycle
"Corsair 海盜船 VENGEANCE® RGB PRO DDR4 3200 16G*2 桌上型記憶體 (CMW32GX4M2E3200C16) 白色\r\n✓ 記憶體模組均為台灣製造
✓ 高時脈低延遲rgb超頻記憶體
✓ 高品質訂製pcb，提高訊號以及超頻穩定
✓ icue軟體控制動態rgb燈效(asus  msi  gigabyte軟體相容)
✓ 支援intel xmp 2.0
✓ 高質感金鋁合金磨砂散熱片
✓ 原廠終身保固
✓ 散熱片+led光條",3988,Corsair 海盜船 VENGEANCE® RGB PRO DDR4 3200 16G*2 桌上型記憶體 (CMW32GX4M2E3200C16W),https://c.ecimg.tw/items/DRAC0LA900AU6TT/000002_1603794975.jpg,Motorcycle
"★日本""VGP""史上第一個連續五年獲得金賞★ 日本 Final E3000 耳道式耳機 (無麥克風功能)✸必買耳機! 別再猶豫了✸\r\n✡銀色不鏽鋼鏡面處理外觀
✡全新研發6.4mm動圈單體
✡華麗細緻的中高頻表現
✡配備獨家e type矽膠耳塞
✡世貨公司貨 兩年保固",1500,日本 Final E3000 耳道式耳機,https://c.ecimg.tw/items/DCAY1RA9008GIRY/000002_1611826241.jpg,Motorcycle
"小資輕薄機首選!★輕1.3kg★內建Mircosoft365ASUS E410MA-0111WN4020 夢幻白14吋窄邊輕薄筆電★內含S模式作業系統 \r\n★虛擬數字鍵  180度螢幕轉軸設計
★可自行升級m.2 ssd 
★最高電池續航力12小時

 ▌超值特惠組合★任你挑選 ▌ 
💻加贈microsoft365個人版★點我購買
💻加贈外接1tb硬碟★點我購買

處理器：intel® celeron n4020 雙核
記憶體：4gb ddr4 on board
容量：emmc 64gb
lcd尺寸：14""hd 霧面寬螢幕   (led)
無線網路：802.11ac + bluetooth 4.1 (dual band) 1*1
光碟機：無
其他：hdmi、usb 3.0
重量：1.3kg
其他：內含 mircosoft 365 個人版一年(市價2190元)
作業系統：windows 10 home s (s模式) 
保固：二年全球保固 首年完美保固


本商品詳細規格",9900,ASUS E410MA-0111WN4020 夢幻白 (Celeron N4020/4G/64G/Windows 10 Home S/HD/14),https://c.ecimg.tw/items/DHAFI0A900ARGGZ/000002_1594972908.jpg,Motorcycle
"【福利品】ASUS ROG PHONE II 12G/512G(ZS660KL)\r\n#snapdragon 855 plus遊戲手機
#全球首款120hz 1ms amoled hdr delta-e",16390,【福利品】ASUS ROG PHONE II 12G/512 (ZS660KL) 電競旗艦手機,https://c.ecimg.tw/items/DGCC92A900AQ8LE/000002_1596441604.jpg,Motorcycle
"微星 GeForce GTX 1050 Ti AERO 4G OCV1 顯示卡\r\n◆顯示晶片：nvidia geforce gtx 1050 ti
◆記憶體：4gb gddr5
◆記憶體時脈：7008 mhz
◆記憶體介面：128-bit
◆介面規格：pci-e 3.0x16  
◆輸出端子：dp   hdmi   dl-dvi-d
◆體積(長x寬x高)：170 x 111 x 39 mm",4390,微星 GeForce GTX 1050 Ti AERO 4G OCV1 顯示卡,https://c.ecimg.tw/items/DRAD1RA900AILVE/000002_1597917005.jpg,Motorcycle
